line_idx,fbus,tbus,r_pu,x_pu,b_pu,rateA,status
3.600000000000000000e+01,1.400000000000000000e+01,1.930000000000000000e+02,2.422622000000000143e-03,2.206550100000000125e-02,7.161711099999999719e-02,9.040000000000000000e+02,1.000000000000000000e+00
3.700000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.850173000000000095e-03,1.685157199999999869e-02,5.469447300000000040e-02,9.040000000000000000e+02,1.000000000000000000e+00
3.800000000000000000e+01,1.600000000000000000e+01,3.500000000000000000e+01,2.753227000000000018e-03,2.507668700000000028e-02,8.139039800000000269e-02,9.040000000000000000e+02,1.000000000000000000e+00
3.900000000000000000e+01,1.800000000000000000e+01,2.200000000000000000e+01,4.493519999999999763e-04,4.092748999999999693e-03,1.328367299999999931e-02,9.040000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+01,1.800000000000000000e+01,2.300000000000000000e+01,1.017029999999999985e-04,1.089200999999999928e-03,9.174624800000000246e-02,2.172000000000000000e+03,1.000000000000000000e+00
4.100000000000000000e+01,1.800000000000000000e+01,2.500000000000000000e+01,1.604891999999999907e-03,1.461753099999999958e-02,4.744353500000000196e-02,9.040000000000000000e+02,1.000000000000000000e+00
4.200000000000000000e+01,1.800000000000000000e+01,2.500000000000000000e+01,2.679219999999999735e-04,2.869363000000000209e-03,2.416938529999999863e-01,2.172000000000000000e+03,1.000000000000000000e+00
4.300000000000000000e+01,1.800000000000000000e+01,2.800000000000000000e+01,1.806939999999999881e-04,1.935178000000000072e-03,1.630050550000000098e-01,2.172000000000000000e+03,1.000000000000000000e+00
4.400000000000000000e+01,1.900000000000000000e+01,2.200000000000000000e+01,1.690080000000000054e-04,1.810018999999999951e-03,6.098504559999999852e-01,4.344000000000000000e+03,1.000000000000000000e+00
4.500000000000000000e+01,1.900000000000000000e+01,2.600000000000000000e+01,1.536189999999999941e-04,1.645207000000000093e-03,3.118051299999999859e-01,3.258000000000000000e+03,1.000000000000000000e+00
4.600000000000000000e+01,1.900000000000000000e+01,1.040000000000000000e+02,3.030000000000000128e-05,3.483969999999999781e-05,3.824547990000000119e-01,2.124000000000000000e+03,1.000000000000000000e+00
4.700000000000000000e+01,1.900000000000000000e+01,1.040000000000000000e+02,1.112290000000000018e-04,1.013082999999999909e-03,1.315248400000000074e-02,1.808000000000000000e+03,1.000000000000000000e+00
4.800000000000000000e+01,1.900000000000000000e+01,1.050000000000000000e+02,1.349999999999999949e-05,3.100000000000000135e-05,1.510135739000000088e+00,2.859000000000000000e+03,1.000000000000000000e+00
4.900000000000000000e+01,1.900000000000000000e+01,1.650000000000000000e+02,6.079079999999999944e-04,5.536893000000000196e-03,1.797086999999999990e-02,9.040000000000000000e+02,1.000000000000000000e+00
5.000000000000000000e+01,1.900000000000000000e+01,1.650000000000000000e+02,1.240459999999999978e-04,1.428090000000000078e-04,6.967551539999999877e-01,1.416000000000000000e+03,1.000000000000000000e+00
5.100000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,1.525585000000000092e-03,1.389519200000000065e-02,4.509906600000000015e-02,9.040000000000000000e+02,1.000000000000000000e+00
5.200000000000000000e+01,2.000000000000000000e+01,2.300000000000000000e+01,1.083069000000000089e-03,9.864710000000000492e-03,7.203936299999999515e-02,1.356000000000000000e+03,1.000000000000000000e+00
5.300000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,9.520480000000000435e-04,8.671359999999999485e-03,2.814428600000000100e-02,9.040000000000000000e+02,1.000000000000000000e+00
5.400000000000000000e+01,2.000000000000000000e+01,2.900000000000000000e+01,2.323399999999999879e-04,2.488282999999999988e-03,8.383780920000000192e-01,4.344000000000000000e+03,1.000000000000000000e+00
5.500000000000000000e+01,2.000000000000000000e+01,3.100000000000000000e+01,1.675213999999999957e-03,1.525802700000000039e-02,4.952236699999999769e-02,9.040000000000000000e+02,1.000000000000000000e+00
5.600000000000000000e+01,2.000000000000000000e+01,4.100000000000000000e+01,1.685665000000000037e-03,1.535322100000000023e-02,4.983133499999999744e-02,9.040000000000000000e+02,1.000000000000000000e+00
5.700000000000000000e+01,2.000000000000000000e+01,1.010000000000000000e+02,8.894779999999999701e-04,8.101461000000000773e-03,5.916282300000000327e-02,1.356000000000000000e+03,1.000000000000000000e+00
5.800000000000000000e+01,2.000000000000000000e+01,1.010000000000000000e+02,1.484900000000000098e-04,1.590283999999999968e-03,3.013959789999999805e-01,3.258000000000000000e+03,1.000000000000000000e+00
5.900000000000000000e+01,2.100000000000000000e+01,2.300000000000000000e+01,1.110990000000000014e-04,1.189836000000000105e-03,1.002229270000000033e-01,2.172000000000000000e+03,1.000000000000000000e+00
6.000000000000000000e+01,2.100000000000000000e+01,2.300000000000000000e+01,6.654989999999999517e-04,6.061435999999999907e-03,1.967335900000000137e-02,9.040000000000000000e+02,1.000000000000000000e+00
6.100000000000000000e+01,2.100000000000000000e+01,2.700000000000000000e+01,3.345949999999999771e-04,3.583401999999999855e-03,3.018392320000000129e-01,2.172000000000000000e+03,1.000000000000000000e+00
6.200000000000000000e+01,2.100000000000000000e+01,2.700000000000000000e+01,2.004268999999999929e-03,1.825509599999999844e-02,5.924983200000000227e-02,9.040000000000000000e+02,1.000000000000000000e+00
6.300000000000000000e+01,2.100000000000000000e+01,3.000000000000000000e+01,1.260894000000000034e-03,1.148435499999999991e-02,3.727431099999999747e-02,9.040000000000000000e+02,1.000000000000000000e+00
6.400000000000000000e+01,2.100000000000000000e+01,3.100000000000000000e+01,1.724190000000000011e-03,1.570410800000000134e-02,5.097019400000000339e-02,9.040000000000000000e+02,1.000000000000000000e+00
6.500000000000000000e+01,2.200000000000000000e+01,2.600000000000000000e+01,1.245560000000000048e-04,1.333954999999999950e-03,2.528155200000000158e-01,3.258000000000000000e+03,1.000000000000000000e+00
6.600000000000000000e+01,2.200000000000000000e+01,2.600000000000000000e+01,7.461079999999999926e-04,6.795629000000000079e-03,4.962667400000000256e-02,1.356000000000000000e+03,1.000000000000000000e+00
6.700000000000000000e+01,2.200000000000000000e+01,2.800000000000000000e+01,5.330000000000000129e-05,1.224900000000000012e-04,2.655319668000000188e+00,1.906000000000000000e+03,1.000000000000000000e+00
6.800000000000000000e+01,2.200000000000000000e+01,2.800000000000000000e+01,1.099078000000000077e-03,1.001052099999999966e-02,3.249074600000000090e-02,9.040000000000000000e+02,1.000000000000000000e+00
6.900000000000000000e+01,2.200000000000000000e+01,3.000000000000000000e+01,1.280817999999999974e-03,1.166582900000000082e-02,3.786331500000000155e-02,9.040000000000000000e+02,1.000000000000000000e+00
7.000000000000000000e+01,2.300000000000000000e+01,2.500000000000000000e+01,1.799190000000000099e-04,1.926874999999999985e-03,3.651877359999999850e-01,3.258000000000000000e+03,1.000000000000000000e+00
7.100000000000000000e+01,2.300000000000000000e+01,1.010000000000000000e+02,1.924080000000000050e-04,2.060621999999999801e-03,6.942862260000000063e-01,4.344000000000000000e+03,1.000000000000000000e+00
7.200000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+01,1.480551000000000089e-03,1.348501799999999966e-02,4.376778099999999866e-02,9.040000000000000000e+02,1.000000000000000000e+00
7.300000000000000000e+01,2.400000000000000000e+01,3.200000000000000000e+01,1.348683000000000043e-03,1.228395300000000023e-02,3.986953299999999867e-02,9.040000000000000000e+02,1.000000000000000000e+00
7.400000000000000000e+01,2.400000000000000000e+01,3.400000000000000000e+01,3.183090000000000181e-04,3.408983999999999886e-03,2.871475079999999958e-01,2.172000000000000000e+03,1.000000000000000000e+00
7.500000000000000000e+01,2.400000000000000000e+01,3.400000000000000000e+01,1.906712999999999984e-03,1.736654699999999954e-02,5.636590500000000087e-02,9.040000000000000000e+02,1.000000000000000000e+00
7.600000000000000000e+01,2.400000000000000000e+01,1.260000000000000000e+02,2.230933999999999955e-03,2.031958899999999901e-02,6.595047699999999347e-02,9.040000000000000000e+02,1.000000000000000000e+00
7.700000000000000000e+01,2.400000000000000000e+01,1.260000000000000000e+02,3.724350000000000078e-04,3.988654000000000331e-03,3.359746470000000151e-01,2.172000000000000000e+03,1.000000000000000000e+00
7.800000000000000000e+01,2.400000000000000000e+01,1.350000000000000000e+02,3.506580000000000027e-04,3.755428999999999799e-03,3.163295059999999825e-01,2.172000000000000000e+03,1.000000000000000000e+00
7.900000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+02,5.094589999999999752e-04,4.640204999999999677e-03,3.388618899999999712e-02,1.356000000000000000e+03,1.000000000000000000e+00
8.000000000000000000e+01,2.500000000000000000e+01,1.010000000000000000e+02,2.810140000000000034e-04,3.235189999999999767e-04,3.946076079999999986e-01,7.080000000000000000e+02,1.000000000000000000e+00
8.100000000000000000e+01,2.500000000000000000e+01,1.030000000000000000e+02,5.358249999999999732e-04,4.880350000000000313e-03,6.335982499999999462e-02,1.808000000000000000e+03,1.000000000000000000e+00
8.200000000000000000e+01,2.600000000000000000e+01,3.400000000000000000e+01,1.182849999999999966e-04,1.266795999999999938e-03,2.400873289999999882e-01,3.258000000000000000e+03,1.000000000000000000e+00
8.300000000000000000e+01,2.600000000000000000e+01,1.630000000000000000e+02,1.584930000000000019e-04,1.697406999999999952e-03,3.216982239999999771e-01,3.258000000000000000e+03,1.000000000000000000e+00
8.400000000000000000e+01,2.600000000000000000e+01,1.670000000000000000e+02,1.104834000000000068e-03,1.006294999999999933e-02,3.266091200000000028e-02,9.040000000000000000e+02,1.000000000000000000e+00
8.500000000000000000e+01,2.700000000000000000e+01,3.200000000000000000e+01,1.098790000000000096e-03,1.000790200000000081e-02,3.248224599999999934e-02,9.040000000000000000e+02,1.000000000000000000e+00
8.600000000000000000e+01,2.700000000000000000e+01,4.100000000000000000e+01,4.989999999999999997e-05,1.604544999999999973e-03,3.267393076999999924e+00,1.458000000000000000e+04,1.000000000000000000e+00
8.700000000000000000e+01,2.700000000000000000e+01,1.950000000000000000e+02,2.019999999999999972e-05,6.502110000000000398e-04,1.324049194999999957e+00,1.458000000000000000e+04,1.000000000000000000e+00
8.800000000000000000e+01,2.700000000000000000e+01,1.950000000000000000e+02,2.985129999999999793e-04,3.196974999999999904e-03,2.692895129999999804e-01,2.172000000000000000e+03,1.000000000000000000e+00
8.900000000000000000e+01,2.700000000000000000e+01,1.950000000000000000e+02,1.788132000000000003e-03,1.628650400000000026e-02,5.286045200000000222e-02,9.040000000000000000e+02,1.000000000000000000e+00
9.000000000000000000e+01,2.900000000000000000e+01,3.100000000000000000e+01,1.299580999999999957e-03,1.183672199999999917e-02,3.841797400000000057e-02,9.040000000000000000e+02,1.000000000000000000e+00
9.100000000000000000e+01,2.900000000000000000e+01,4.100000000000000000e+01,2.015591000000000171e-03,1.835822299999999990e-02,5.958454800000000107e-02,9.040000000000000000e+02,1.000000000000000000e+00
9.200000000000000000e+01,2.900000000000000000e+01,1.920000000000000000e+02,3.101750999999999814e-03,2.825108700000000111e-02,9.169342099999999718e-02,9.040000000000000000e+02,1.000000000000000000e+00
9.300000000000000000e+01,2.900000000000000000e+01,1.930000000000000000e+02,3.477199999999999844e-04,3.723970999999999965e-03,1.254718731000000087e+00,4.344000000000000000e+03,1.000000000000000000e+00
9.400000000000000000e+01,2.900000000000000000e+01,1.970000000000000000e+02,3.687429999999999896e-04,3.949120999999999881e-03,7.484504969999999924e-01,3.258000000000000000e+03,1.000000000000000000e+00
9.500000000000000000e+01,3.000000000000000000e+01,3.200000000000000000e+01,1.270960999999999922e-03,1.157604899999999971e-02,3.757191700000000328e-02,9.040000000000000000e+02,1.000000000000000000e+00
9.600000000000000000e+01,3.100000000000000000e+01,1.970000000000000000e+02,2.089399000000000031e-03,1.903046900000000125e-02,2.470657280000000122e-01,1.808000000000000000e+03,1.000000000000000000e+00
9.700000000000000000e+01,3.200000000000000000e+01,1.350000000000000000e+02,1.262513000000000047e-03,1.149910500000000078e-02,8.397491499999999720e-02,1.356000000000000000e+03,1.000000000000000000e+00
9.800000000000000000e+01,3.200000000000000000e+01,1.370000000000000000e+02,1.436718000000000023e-03,1.308577999999999998e-02,4.247199200000000008e-02,9.040000000000000000e+02,1.000000000000000000e+00
9.900000000000000000e+01,3.300000000000000000e+01,3.500000000000000000e+01,2.155816000000000069e-03,1.963540299999999919e-02,1.433921420000000002e-01,1.356000000000000000e+03,1.000000000000000000e+00
1.000000000000000000e+02,3.300000000000000000e+01,3.900000000000000000e+01,6.408650000000000110e-04,5.837067999999999944e-03,1.894513800000000026e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.010000000000000000e+02,3.300000000000000000e+01,3.900000000000000000e+01,3.109999999999999700e-05,7.140000000000000079e-05,1.548299241999999909e+00,1.906000000000000000e+03,1.000000000000000000e+00
1.020000000000000000e+02,3.300000000000000000e+01,1.010000000000000000e+02,6.443570000000000244e-04,5.868868999999999649e-03,1.904835399999999998e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.030000000000000000e+02,3.300000000000000000e+01,1.010000000000000000e+02,1.075700000000000018e-04,1.152035999999999945e-03,9.703893600000000619e-02,2.172000000000000000e+03,1.000000000000000000e+00
1.040000000000000000e+02,3.400000000000000000e+01,1.350000000000000000e+02,3.319950000000000223e-04,3.555561000000000051e-03,1.197976512000000104e+00,4.344000000000000000e+03,1.000000000000000000e+00
1.050000000000000000e+02,3.500000000000000000e+01,3.900000000000000000e+01,1.549065000000000077e-03,1.410905200000000040e-02,1.831727439999999985e-01,1.808000000000000000e+03,1.000000000000000000e+00
1.060000000000000000e+02,3.500000000000000000e+01,4.100000000000000000e+01,5.023029999999999509e-04,5.379499999999999733e-03,4.531292230000000254e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.070000000000000000e+02,3.500000000000000000e+01,4.400000000000000000e+01,3.703189999999999759e-04,3.965998999999999566e-03,3.340663179999999732e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.080000000000000000e+02,3.600000000000000000e+01,3.900000000000000000e+01,1.529219999999999972e-04,1.637750000000000100e-03,3.103918310000000069e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.090000000000000000e+02,3.600000000000000000e+01,4.000000000000000000e+01,1.330617000000000084e-03,1.211940400000000029e-02,3.933546400000000054e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.100000000000000000e+02,3.600000000000000000e+01,4.400000000000000000e+01,1.539844000000000065e-03,1.402506100000000012e-02,4.552057999999999799e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.600000000000000000e+01,1.560000000000000000e+02,7.403379999999999987e-04,6.743075999999999758e-03,2.188573200000000149e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,3.600000000000000000e+01,1.590000000000000000e+02,2.552690000000000254e-04,2.733843000000000124e-03,2.302787129999999960e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.130000000000000000e+02,3.600000000000000000e+01,1.590000000000000000e+02,7.645469999999999697e-04,6.963574000000000153e-03,9.040557700000000085e-02,1.808000000000000000e+03,1.000000000000000000e+00
1.140000000000000000e+02,3.700000000000000000e+01,4.300000000000000000e+01,1.605839999999999926e-04,1.848730000000000035e-04,9.019846980000000292e-01,1.416000000000000000e+03,1.000000000000000000e+00
1.150000000000000000e+02,3.700000000000000000e+01,1.020000000000000000e+02,3.246179999999999877e-04,3.737190000000000043e-04,1.025634288000000005e+00,1.062000000000000000e+03,1.000000000000000000e+00
1.160000000000000000e+02,3.700000000000000000e+01,1.590000000000000000e+02,1.052210000000000038e-03,9.583639999999999173e-03,3.110523600000000138e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.170000000000000000e+02,3.800000000000000000e+01,3.900000000000000000e+01,2.460000000000000164e-05,2.830000000000000010e-05,6.997013819999999829e-01,3.186000000000000000e+03,1.000000000000000000e+00
1.180000000000000000e+02,3.800000000000000000e+01,1.560000000000000000e+02,8.509999999999999498e-05,9.799999999999999684e-05,1.464152724999999933e+00,2.478000000000000000e+03,1.000000000000000000e+00
1.190000000000000000e+02,3.900000000000000000e+01,4.100000000000000000e+01,2.578680000000000186e-04,2.761678000000000049e-03,5.234024229999999500e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.200000000000000000e+02,3.900000000000000000e+01,1.570000000000000000e+02,4.410330000000000175e-04,4.016976000000000227e-03,2.933490700000000034e-02,1.356000000000000000e+03,1.000000000000000000e+00
1.210000000000000000e+02,4.000000000000000000e+01,4.200000000000000000e+01,1.097043000000000020e-03,9.991981999999999947e-03,3.243057700000000210e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.220000000000000000e+02,4.000000000000000000e+01,4.300000000000000000e+01,2.753449999999999735e-04,2.948858999999999855e-03,5.588776410000000361e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.230000000000000000e+02,4.000000000000000000e+01,4.400000000000000000e+01,1.578720000000000091e-04,1.690763000000000075e-03,1.424173780000000111e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.240000000000000000e+02,4.000000000000000000e+01,4.400000000000000000e+01,9.456780000000000351e-04,8.613335999999999215e-03,2.795596100000000139e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.250000000000000000e+02,4.100000000000000000e+01,4.400000000000000000e+01,3.343889999999999862e-04,3.581193999999999784e-03,1.206612883000000025e+00,4.344000000000000000e+03,1.000000000000000000e+00
1.260000000000000000e+02,4.200000000000000000e+01,4.400000000000000000e+01,1.377891999999999919e-03,1.254998700000000030e-02,4.073299100000000311e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.270000000000000000e+02,4.200000000000000000e+01,4.400000000000000000e+01,2.300269999999999984e-04,2.463512000000000167e-03,2.075080119999999917e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.280000000000000000e+02,4.200000000000000000e+01,1.610000000000000000e+02,4.587512000000000187e-03,4.178355500000000000e-02,1.356152110000000133e-01,9.040000000000000000e+02,1.000000000000000000e+00
1.290000000000000000e+02,4.300000000000000000e+01,1.590000000000000000e+02,1.795210000000000046e-04,1.922616999999999946e-03,3.643806929999999777e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.300000000000000000e+02,4.300000000000000000e+01,1.590000000000000000e+02,1.075358000000000000e-03,9.794476999999999350e-03,7.152646999999999478e-02,1.356000000000000000e+03,1.000000000000000000e+00
1.310000000000000000e+02,4.300000000000000000e+01,1.610000000000000000e+02,1.796592000000000067e-03,1.636355899999999974e-02,5.311054600000000153e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.320000000000000000e+02,4.300000000000000000e+01,1.620000000000000000e+02,1.580619999999999920e-04,1.692797999999999916e-03,1.425887610000000083e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.330000000000000000e+02,4.500000000000000000e+01,4.800000000000000000e+01,1.469038999999999892e-03,1.338016300000000047e-02,9.771178299999999650e-02,1.356000000000000000e+03,1.000000000000000000e+00
1.340000000000000000e+02,4.500000000000000000e+01,5.800000000000000000e+01,1.436903000000000008e-03,1.308746400000000004e-02,4.247745700000000318e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.350000000000000000e+02,4.600000000000000000e+01,6.100000000000000000e+01,1.954257000000000043e-03,1.779958699999999866e-02,5.777140699999999685e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.360000000000000000e+02,4.600000000000000000e+01,6.200000000000000000e+01,1.969232000000000014e-03,1.793598199999999962e-02,5.821409799999999884e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.370000000000000000e+02,4.700000000000000000e+01,5.000000000000000000e+01,1.809029999999999991e-04,1.937417000000000089e-03,1.631936589999999909e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.380000000000000000e+02,4.700000000000000000e+01,5.000000000000000000e+01,1.083636000000000018e-03,9.869875999999999650e-03,3.203426100000000137e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.390000000000000000e+02,4.700000000000000000e+01,5.100000000000000000e+01,2.160033999999999912e-03,1.967382200000000053e-02,6.385453600000000340e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.400000000000000000e+02,4.700000000000000000e+01,5.600000000000000000e+01,1.035530000000000028e-04,1.109022999999999997e-03,9.341585600000000544e-02,2.172000000000000000e+03,1.000000000000000000e+00
1.410000000000000000e+02,4.700000000000000000e+01,5.600000000000000000e+01,6.202990000000000457e-04,5.649747000000000102e-03,1.833715799999999924e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.420000000000000000e+02,4.700000000000000000e+01,1.420000000000000000e+02,1.420168000000000081e-03,1.293504600000000039e-02,4.198276000000000091e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.430000000000000000e+02,4.700000000000000000e+01,1.420000000000000000e+02,2.370840000000000089e-04,2.539098000000000049e-03,2.138747669999999934e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.440000000000000000e+02,4.700000000000000000e+01,1.470000000000000000e+02,1.840679999999999866e-04,1.971309000000000082e-03,6.641937070000000221e-01,4.344000000000000000e+03,1.000000000000000000e+00
